SUSTANCIA;;;;;;;;;;;;;;;;;MEDICAMENTO BÁSICO;;;;;;;;;;;;;;MEDICAMENTO CLINICO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MEDICAMENTO CLINICO CON ENVASE;;;;;;;;;;;;;;;;;;;;;;GRUPO FAMILIA DE PRODUCTO;;;;;;;;;;;;;;FAMILIA DE PRODUCTO;;;;;;;;;;;;;;;;PRODUCTO COMERCIAL;;;;;;;;;;;;;;;;;;;;;;PRODUCTO COMERCIAL CON ENVASE;;;;;;;;;;;;;;;;;;;;
CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO (ID | DESC);SCT_ID;SCT_TERMINO;DCI_DID;GRUPOS_JERARQUICOS;DCI_TERMINO;RIESGO_TERATOGENICO;CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO (id | desc );GRUPOS_JERARQUICOS;SUSTANCIAS (Id| Desc| Ord| Est);CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PRESC_DESC;MEDICAMENTO_BASICO_ID;MEDICAMENTO_BASICO_DESC;FRM_FARMA_AGRP_DESC;CONDICION_VENTA_DESC;TIPO_FORMA_AGRP_DESC;UNIDOSIS_LOGISTICA_CANT;UNIDOSIS_LOGISTICA_UNIDAD_DESC;UNIDOSIS_ASISTENCIAL_CANT;UNI_ASISTENCIAL_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_DESC;ATC_DESCRIPCION_DESC;URL_MEDLINE_PLUS;VIAS_ADMINISTRACION;MC_SUST SUST_id|SUST_desc|Potencia|UNID POT|PARTIDO POR|UNIDAD|ORD|EST;CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_DESC;CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO;SCT_ID;SCT_TERMINO;GRUPOS_JERARQUICOS;CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;GRUPO_FAMILIA_PRODUCTO_FK;GRUPO_FAMILIA_PRODUCTO_DESC;GRUPO_FAMILIA_GENERICA_DESC;CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_COD;MEDICAMENTO_CLINICO_DESC;LABORATORIO_DESC;FORM_FARM_EXT_DESC;SABOR_DESC;FAMILIA_PRODUCTO_DESC;COMERCIALIZADO_CHILE_DESC;PRODUCTO_ISP (REGISTRO);BIOEQUIVALENTES (REGISTRO);CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;TIPO;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_DESC;MED_CLINICO_CON_ENVASE_COD;MED_CLINICO_CON_ENVASE_DESC;PRODUCTO_COMERCIAL_COD;PRODUCTO_COMERCIAL_DESC;EXISTE_EN_GS1_DESC;GTIN_GS1
657381000167106;ambroxol;;M;Insensible;Manual;Vigente;NO;;;;698024002;ambroxol;;;;;665351000167100;ambroxol;;M;Vigente;Insensible;Manual;NO;;;;;;;682241000167103;ambroxol 15 mg/5 mL solución oral;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;665351000167100;ambroxol;solución oral;directa;Continua;1;frasco;1;mililitro;;;;;;;712271000167102;ambroxol 15 mg/5 mL solución oral 1 frasco 100 mililitros;;M;Vigente;Insensible;Manual;NO;;;;;;682241000167103;ambroxol 15 mg/5 mL solución oral;venta público;1;frasco;100;mililitros;;;NA;NA;NA;M;NA;NA;NA;;;;;;;;804051000167107;ambroxol clorhidrato infantil;;M;Vigente;Sensible;Manual;;;;;;;NA;NA;SI;NUEVO_2;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Lab Chile) ;;N;Vigente;Sensible;Manual;NO;;;;;;682241000167103;ambroxol 15 mg/5 mL solución oral;Laboratorio Chile S.A.;jarabe;;ambroxol clorhidrato infantil;SI;F-8317/16;;NUEVO_2;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Lab Chile) 1 frasco 100 mililitros;;N;Vigente;Sensible;Autogenerado;;;;;;;;;712271000167102;ambroxol 15 mg/5 mL solución oral 1 frasco 100 mililitros;NUEVO_2;ambroxol clorhidrato infantil 15 mg/5 mL jarabe (Lab Chile) ;No;
657381000167106;ambroxol;;M;Insensible;Manual;Vigente;NO;;;;698024002;ambroxol;;;;;665351000167100;ambroxol;;M;Vigente;Insensible;Manual;NO;;;;;;;672631000167104;ambroxol 30 mg/5 mL solución oral;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;665351000167100;ambroxol;solución oral;directa;Continua;1;frasco;1;mililitro;;;;;;;712251000167105;ambroxol 30 mg/5 mL solución oral 1 frasco 100 mililitros;;M;Vigente;Insensible;Manual;NO;;;;;;672631000167104;ambroxol 30 mg/5 mL solución oral;venta público;1;frasco;100;mililitros;;;NA;NA;NA;M;NA;NA;NA;;;;;;;;782291000167100;ambroxol clorhidrato ;;M;Vigente;Sensible;Manual;;;;;;;NA;NA;SI;NUEVO_3;ambroxol clorhidrato 30 mg/5 mL jarabe (Lab Chile) ;;N;Vigente;Sensible;Manual;NO;;;;;;672631000167104;ambroxol 30 mg/5 mL solución oral;Laboratorio Chile S.A.;jarabe;;ambroxol clorhidrato ;SI;F-8318/16;;NUEVO_3;ambroxol clorhidrato 30 mg/5 mL jarabe (Lab Chile) 1 frasco 100 mililitros;;N;Vigente;Sensible;Autogenerado;;;;;;;;;712251000167105;ambroxol 30 mg/5 mL solución oral 1 frasco 100 mililitros;NUEVO_3;ambroxol clorhidrato 30 mg/5 mL jarabe (Lab Chile) ;No;
648951000167101;condroitina;;M;Insensible;Manual;Vigente;NO;;;;NA;NA ;;;;;670011000167102;condroitina + glucosamina;;M;Vigente;Insensible;Manual;NO;;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;670011000167102;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;;729591000167101;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;;M;Vigente;Insensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;30;comprimidos;NA;NA;;;NUEVO_1;artrosol;artrosol;N;Sensible;Manual;Vigente;;;;;;;;NUEVO_1;artrosol;;N;Vigente;Sensible;Manual;;;;;;;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;N;Vigente;Sensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;;NUEVO_8;artrosol comprimido (Arama) 30 comprimidos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;729591000167101;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
654681000167105;glucosamina;;M;Insensible;Manual;Vigente;NO;;;;70237008;glucosamina;;;;;670011000167102;condroitina + glucosamina;;M;Vigente;Insensible;Manual;NO;;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;670011000167102;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;;729591000167101;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;;M;Vigente;Insensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;30;comprimidos;NA;NA;;;NUEVO_1;artrosol;artrosol;N;Sensible;Manual;Vigente;;;;;;;;NUEVO_1;artrosol;;N;Vigente;Sensible;Manual;;;;;;;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;N;Vigente;Sensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;;NUEVO_8;artrosol comprimido (Arama) 30 comprimidos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;729591000167101;condroitina 400 mg + glucosamina 500 mg comprimido 30 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
648951000167101;condroitina;;M;Insensible;Manual;Vigente;NO;;;;NA;NA ;;;;;670011000167102;condroitina + glucosamina;;M;Vigente;Insensible;Manual;NO;;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;670011000167102;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;;729011000167100;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;;M;Vigente;Insensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;60;comprimidos;NA;NA;;;NUEVO_1;artrosol;artrosol;N;Sensible;Manual;Vigente;;;;;;;;NUEVO_1;artrosol;;N;Vigente;Sensible;Manual;;;;;;;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;N;Vigente;Sensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;;NUEVO_9;artrosol comprimido (Arama) 60 comprimidos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;729011000167100;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
654681000167105;glucosamina;;M;Insensible;Manual;Vigente;NO;;;;70237008;glucosamina;;;;;670011000167102;condroitina + glucosamina;;M;Vigente;Insensible;Manual;NO;;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;670011000167102;condroitina + glucosamina;comprimido;directa;Discreta;1;comprimido;1;comprimido;;;;;;;729011000167100;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;;M;Vigente;Insensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;venta público;60;comprimidos;NA;NA;;;NUEVO_1;artrosol;artrosol;N;Sensible;Manual;Vigente;;;;;;;;NUEVO_1;artrosol;;N;Vigente;Sensible;Manual;;;;;;;NUEVO_1;artrosol;NO;NUEVO_7;artrosol comprimido (Arama);;N;Vigente;Sensible;Manual;NO;;;;;;687711000167109;condroitina 400 mg + glucosamina 500 mg comprimido;Arama Natural Products Distribuidora Ltda.;comprimido;;artrosol;SI;F-21669/15;;NUEVO_9;artrosol comprimido (Arama) 60 comprimidos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;729011000167100;condroitina 400 mg + glucosamina 500 mg comprimido 60 comprimidos;NUEVO_7;artrosol comprimido (Arama);No;
648371000167105;atorvastatina;;M;Insensible;Manual;Vigente;NO;;;;373444002;atorvastatina;;;;;667911000167109;atorvastatina;;M;Vigente;Insensible;Manual;NO;;;;;;;694171000167107;atorvastatina 20 mg comprimido;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;667911000167109;atorvastatina;comprimido;receta médica;Discreta;1;comprimido;1;miligramo;;;;;;;738661000167104;atorvastatina 20 mg comprimido 30 comprimidos;;M;Vigente;Insensible;Manual;NO;;;;;;694171000167107;atorvastatina 20 mg comprimido;venta público;30;comprimidos;NA;NA;;;NA;NA;NA;M;NA;NA;NA;;;;;;;;770171000167102;atorvastatina;;M;Vigente;Sensible;Manual;;;;;;;NA;NA;SI;NUEVO_8;atorvastatina 10 mg comprimido recubierto (Ascend);;N;Vigente;Sensible;Manual;NO;;;;;;694171000167107;atorvastatina 20 mg comprimido;Ascend Laboratories SpA;comprimido recubierto;;atorvastatina;SI;F-23376/17;;NUEVO_10;atorvastatina 10 mg comprimido recubierto (Ascend) 30 comprimidos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;738661000167104;atorvastatina 20 mg comprimido 30 comprimidos;NUEVO_8;atorvastatina 10 mg comprimido recubierto (Ascend);No;
651991000167100;betametasona dipropionato;;M;Insensible;Manual;Vigente;NO;;;;88736007;dipropionato de betametasona;;;;;659401000167100;betametasona dipropionato;;M;Vigente;Insensible;Manual;NO;;;;;;;685621000167102;betametasona dipropionato 0,05% (500 mcg/g) crema;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;659401000167100;betametasona dipropionato;crema;receta médica;Discreta;1;pomo;1;aplicación;;;;;;;706471000167100;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;;M;Vigente;Insensible;Manual;NO;;;;;;685621000167102;betametasona dipropionato 0,05% (500 mcg/g) crema;venta público;1;pomo;15;gramos;;;NA;NA;NA;M;NA;NA;NA;;;;;;;;772821000167107;betametasona dipropionato;;M;Vigente;Sensible;Manual;;;;;;;NA;NA;SI;NUEVO_12;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos;;N;Vigente;Sensible;Manual;NO;;;;;;685621000167102;betametasona dipropionato 0,05% (500 mcg/g) crema;Laboratorio Hospifarma;crema dérmica;;betametasona dipropionato;SI;F-20960/14;;NUEVO_14;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos 1 pomo 15 gramos;;N;Vigente;Sensible;Autogenerado;;;;;;;;;706471000167100;betametasona dipropionato 0,05% (500 mcg/g) crema 1 pomo 15 gramos;NUEVO_12;betametasona dipropionato 0,05% crema dérmica (Hospifarma) 1 pomo 15 gramos;No;
654721000167104;budesonida;;M;Insensible;Manual;Vigente;NO;;;;395726003;budesonida;;;;;665151000167102;budesonida;;M;Vigente;Insensible;Manual;NO;;;;;;;689341000167103;budesonida 200 mcg/dosis aerosol para inhalación;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;665151000167102;budesonida;aerosol para inhalación;receta médica retenida;Continua;1;inhalador;1;puff;;;;;;;723501000167105;budesonida 200 mcg/dosis aerosol para inhalación 1 inhalador 200 dosis;;M;Vigente;Insensible;Manual;NO;;;;;;689341000167103;budesonida 200 mcg/dosis aerosol para inhalación;venta público;1;inhalador;200;dosis;;;NUEVO_2;budesynt HFA - LA;budesynt HFA - LA;N;Sensible;Manual;Vigente;;;;;;;;NUEVO_2;budesynt HFA - LA;;N;Vigente;Sensible;Manual;;;;;;;NUEVO_2;budesynt HFA - LA;NO;NUEVO_13;budesynt HFA - LA aerosol para inhalación (Biosyntec);;N;Vigente;Sensible;Manual;NO;;;;;;689341000167103;budesonida 200 mcg/dosis aerosol para inhalación;BiosynTec S.A.;aerosol para inhalación;;budesynt HFA - LA;SI;F-21155/14;;NUEVO_15;budesynt HFA - LA aerosol para inhalación (Biosyntec) 1 inhalador 200 dosis;;N;Vigente;Sensible;Autogenerado;;;;;;;;;723501000167105;budesonida 200 mcg/dosis aerosol para inhalación 1 inhalador 200 dosis;NUEVO_13;budesynt HFA - LA aerosol para inhalación (Biosyntec);No;
648901000167102;celecoxib;;M;Insensible;Manual;Vigente;NO;;;;116081000;celecoxib;;;;;668711000167108;celecoxib;;M;Vigente;Insensible;Manual;NO;;;;;;;694771000167106;celecoxib 200 mg cápsula;;M;Vigente;Sensible;Manual;NO;;;;;;válido como MC prescribible;668711000167108;celecoxib;cápsula;receta médica;Discreta;1;cápsula;1;miligramo;;;;;;;735791000167106;celecoxib 200 mg cápsula 30 cápsulas;;M;Vigente;Insensible;Manual;NO;;;;;;694771000167106;celecoxib 200 mg cápsula;venta público;30;cápsulas;NA;NA;;;NA;NA;NA;M;NA;NA;NA;;;;;;;;804541000167103;celecoxib;;M;Vigente;Sensible;Manual;;;;;;;NA;NA;SI;NUEVO_15;celecoxib 200 mg cápsula (Ascend);;N;Vigente;Sensible;Manual;NO;;;;;;694771000167106;celecoxib 200 mg cápsula;Ascend Laboratories SpA;cápsula;;celecoxib;SI;F-22885/16;;NUEVO_17;celecoxib 200 mg cápsula (Ascend) 30 cápsulas;;N;Vigente;Sensible;Autogenerado;;;;;;;;;735791000167106;celecoxib 200 mg cápsula 30 cápsulas;NUEVO_15;celecoxib 200 mg cápsula (Ascend);No;
